No.,Time,Source,Destination,Protocol,Length,Info,attack
581,13.711839597,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 50235; Unit:   1, Func:   6: Write Single Register",0
582,13.712363683,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 22016; Unit:   1, Func:   6: Write Single Register",0
583,13.712673601,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 22016; Unit:   1, Func:   6: Write Single Register",0
584,13.713142704,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 20020; Unit:   1, Func:   6: Write Single Register",0
585,13.713457238,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 20020; Unit:   1, Func:   6: Write Single Register",0
586,13.714122413,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 42248; Unit:   1, Func:   6: Write Single Register",0
587,13.714458898,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 42248; Unit:   1, Func:   6: Write Single Register",0
588,13.755743921,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=2881 Ack=3161 Win=64256 Len=0 TSval=4162646317 TSecr=2257485795,0
589,13.947097923,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 19106; Unit:   1, Func:   3: Read Holding Registers",0
590,13.947713597,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 19106; Unit:   1, Func:   3: Read Holding Registers",0
591,13.948133297,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=2893 Ack=3180 Win=64256 Len=0 TSval=4162646510 TSecr=2257486029,0
592,13.948411833,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 52664; Unit:   1, Func:   6: Write Single Register",0
593,13.948799013,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 52664; Unit:   1, Func:   6: Write Single Register",0
594,13.949303175,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  8143; Unit:   1, Func:   6: Write Single Register",0
595,13.949626573,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  8143; Unit:   1, Func:   6: Write Single Register",0
596,13.950238043,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 56895; Unit:   1, Func:   6: Write Single Register",0
597,13.950606346,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 56895; Unit:   1, Func:   6: Write Single Register",0
598,13.95102862,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 44138; Unit:   1, Func:   6: Write Single Register",0
599,13.951284908,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 44138; Unit:   1, Func:   6: Write Single Register",0
600,13.951783857,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 50664; Unit:   1, Func:   6: Write Single Register",0
601,13.951990705,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 50664; Unit:   1, Func:   6: Write Single Register",0
602,13.995455437,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=2953 Ack=3240 Win=64256 Len=0 TSval=4162646557 TSecr=2257486033,0
603,14.358502705,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 19183; Unit:   1, Func:   3: Read Holding Registers",0
604,14.359410758,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 19183; Unit:   1, Func:   3: Read Holding Registers",0
605,14.359978643,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=2965 Ack=3259 Win=64256 Len=0 TSval=4162646921 TSecr=2257486440,0
606,14.360158098,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 39112; Unit:   1, Func:   6: Write Single Register",0
607,14.360637163,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 39112; Unit:   1, Func:   6: Write Single Register",0
608,14.361080119,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 47885; Unit:   1, Func:   6: Write Single Register",0
609,14.361471913,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 47885; Unit:   1, Func:   6: Write Single Register",0
610,14.362031548,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 49347; Unit:   1, Func:   6: Write Single Register",0
611,14.362395884,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 49347; Unit:   1, Func:   6: Write Single Register",0
612,14.362929692,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 15725; Unit:   1, Func:   6: Write Single Register",0
613,14.363252005,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 15725; Unit:   1, Func:   6: Write Single Register",0
614,14.363759823,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 46345; Unit:   1, Func:   6: Write Single Register",0
615,14.36403273,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 46345; Unit:   1, Func:   6: Write Single Register",0
616,14.407096659,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3025 Ack=3319 Win=64256 Len=0 TSval=4162646969 TSecr=2257486445,0
617,14.616440792,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 26349; Unit:   1, Func:   3: Read Holding Registers",0
618,14.617174367,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 26349; Unit:   1, Func:   3: Read Holding Registers",0
619,14.617696079,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3037 Ack=3338 Win=64256 Len=0 TSval=4162647179 TSecr=2257486698,0
620,14.617867007,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 36516; Unit:   1, Func:   6: Write Single Register",0
621,14.618189353,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 36516; Unit:   1, Func:   6: Write Single Register",0
622,14.618581338,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 64460; Unit:   1, Func:   6: Write Single Register",0
623,14.618892082,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 64460; Unit:   1, Func:   6: Write Single Register",0
624,14.61955982,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  3191; Unit:   1, Func:   6: Write Single Register",0
625,14.619847141,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  3191; Unit:   1, Func:   6: Write Single Register",0
626,14.620334763,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 50930; Unit:   1, Func:   6: Write Single Register",0
627,14.62056684,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 50930; Unit:   1, Func:   6: Write Single Register",0
628,14.620937171,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 29055; Unit:   1, Func:   6: Write Single Register",0
629,14.621232554,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 29055; Unit:   1, Func:   6: Write Single Register",0
630,14.66313249,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3097 Ack=3398 Win=64256 Len=0 TSval=4162647225 TSecr=2257486702,0
631,14.927577362,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 29246; Unit:   1, Func:   3: Read Holding Registers",0
632,14.928226703,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 29246; Unit:   1, Func:   3: Read Holding Registers",0
633,14.928711511,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3109 Ack=3417 Win=64256 Len=0 TSval=4162647490 TSecr=2257487009,0
634,14.928866121,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 62479; Unit:   1, Func:   6: Write Single Register",0
635,14.929377946,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 62479; Unit:   1, Func:   6: Write Single Register",0
636,14.930168597,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 55589; Unit:   1, Func:   6: Write Single Register",0
637,14.930561484,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 55589; Unit:   1, Func:   6: Write Single Register",0
638,14.931319403,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 64436; Unit:   1, Func:   6: Write Single Register",0
639,14.93158233,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 64436; Unit:   1, Func:   6: Write Single Register",0
640,14.932012075,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 13109; Unit:   1, Func:   6: Write Single Register",0
641,14.932321758,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 13109; Unit:   1, Func:   6: Write Single Register",0
642,14.932919677,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 46591; Unit:   1, Func:   6: Write Single Register",0
643,14.93322693,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 46591; Unit:   1, Func:   6: Write Single Register",0
644,14.975475873,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3169 Ack=3477 Win=64256 Len=0 TSval=4162647537 TSecr=2257487014,0
645,15.339348021,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 53197; Unit:   1, Func:   3: Read Holding Registers",0
646,15.339920219,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 53197; Unit:   1, Func:   3: Read Holding Registers",0
647,15.340406442,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3181 Ack=3496 Win=64256 Len=0 TSval=4162647902 TSecr=2257487421,0
648,15.340570421,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 13092; Unit:   1, Func:   6: Write Single Register",0
649,15.341000987,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 13092; Unit:   1, Func:   6: Write Single Register",0
650,15.341825936,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 39748; Unit:   1, Func:   6: Write Single Register",0
651,15.342183695,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 39748; Unit:   1, Func:   6: Write Single Register",0
652,15.342992837,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 45798; Unit:   1, Func:   6: Write Single Register",0
653,15.343404131,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 45798; Unit:   1, Func:   6: Write Single Register",0
654,15.344002798,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 11959; Unit:   1, Func:   6: Write Single Register",0
655,15.344351496,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 11959; Unit:   1, Func:   6: Write Single Register",0
656,15.344935239,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 43017; Unit:   1, Func:   6: Write Single Register",0
657,15.345242056,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 43017; Unit:   1, Func:   6: Write Single Register",0
658,15.386883215,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3241 Ack=3556 Win=64256 Len=0 TSval=4162647949 TSecr=2257487426,0
659,15.853131917,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  2719; Unit:   1, Func:   3: Read Holding Registers",0
660,15.853865271,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans:  2719; Unit:   1, Func:   3: Read Holding Registers",0
661,15.85450377,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3253 Ack=3575 Win=64256 Len=0 TSval=4162648417 TSecr=2257487935,0
662,15.854774518,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 59001; Unit:   1, Func:   6: Write Single Register",0
663,15.855168981,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 59001; Unit:   1, Func:   6: Write Single Register",0
664,15.855884977,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 46704; Unit:   1, Func:   6: Write Single Register",0
665,15.85616667,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 46704; Unit:   1, Func:   6: Write Single Register",0
666,15.856798684,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 41912; Unit:   1, Func:   6: Write Single Register",0
667,15.857030017,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 41912; Unit:   1, Func:   6: Write Single Register",0
668,15.857397388,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 41516; Unit:   1, Func:   6: Write Single Register",0
669,15.857612414,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 41516; Unit:   1, Func:   6: Write Single Register",0
670,15.858188045,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 26148; Unit:   1, Func:   6: Write Single Register",0
671,15.858456038,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 26148; Unit:   1, Func:   6: Write Single Register",0
672,15.902521706,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3313 Ack=3635 Win=64256 Len=0 TSval=4162648465 TSecr=2257487939,0
673,16.267963104,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 42035; Unit:   1, Func:   3: Read Holding Registers",0
674,16.268541488,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 42035; Unit:   1, Func:   3: Read Holding Registers",0
675,16.268962406,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3325 Ack=3654 Win=64256 Len=0 TSval=4162648831 TSecr=2257488349,0
676,16.269338081,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 20493; Unit:   1, Func:   6: Write Single Register",0
677,16.2698781,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 20493; Unit:   1, Func:   6: Write Single Register",0
678,16.270501611,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 13542; Unit:   1, Func:   6: Write Single Register",0
679,16.270784926,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 13542; Unit:   1, Func:   6: Write Single Register",0
680,16.271232589,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 57166; Unit:   1, Func:   6: Write Single Register",0
681,16.271492279,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 57166; Unit:   1, Func:   6: Write Single Register",0
682,16.272391187,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 34458; Unit:   1, Func:   6: Write Single Register",0
683,16.272729509,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 34458; Unit:   1, Func:   6: Write Single Register",0
684,16.273182824,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 41899; Unit:   1, Func:   6: Write Single Register",0
685,16.273512886,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 41899; Unit:   1, Func:   6: Write Single Register",0
686,16.314792376,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3385 Ack=3714 Win=64256 Len=0 TSval=4162648877 TSecr=2257488354,0
687,16.386261721,LCFCHeFe_6f:59:d0,PcsCompu_74:96:2b,ARP,60,192.168.56.254 is at 59:c0:7d:8f:3e:2d,0
688,16.388592032,192.168.56.254,192.168.56.112,TCP,74,[TCP Retransmission] 22658  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128 TSval=1703552515 TSecr=0,1
689,16.388611105,192.168.56.112,192.168.56.254,TCP,74,"[TCP Retransmission] 502  >  22658 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3864457618 TSecr=1703552515 WS=128",0
690,16.677122216,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 27138; Unit:   1, Func:   3: Read Holding Registers",0
691,16.678033432,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 27138; Unit:   1, Func:   3: Read Holding Registers",0
692,16.678461073,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3397 Ack=3733 Win=64256 Len=0 TSval=4162649241 TSecr=2257488759,0
693,16.678716703,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 43227; Unit:   1, Func:   6: Write Single Register",0
694,16.679102062,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 43227; Unit:   1, Func:   6: Write Single Register",0
695,16.679743515,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 35687; Unit:   1, Func:   6: Write Single Register",0
696,16.680156037,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 35687; Unit:   1, Func:   6: Write Single Register",0
697,16.680892086,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 31054; Unit:   1, Func:   6: Write Single Register",0
698,16.681177977,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 31054; Unit:   1, Func:   6: Write Single Register",0
699,16.682520685,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 38659; Unit:   1, Func:   6: Write Single Register",0
700,16.682762522,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 38659; Unit:   1, Func:   6: Write Single Register",0
701,16.683397451,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 36188; Unit:   1, Func:   6: Write Single Register",0
702,16.683663789,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 36188; Unit:   1, Func:   6: Write Single Register",0
703,16.726477863,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3457 Ack=3793 Win=64256 Len=0 TSval=4162649289 TSecr=2257488765,0
704,17.019264888,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 16550; Unit:   1, Func:   3: Read Holding Registers",0
705,17.019813499,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 16550; Unit:   1, Func:   3: Read Holding Registers",0
706,17.02022561,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3469 Ack=3812 Win=64256 Len=0 TSval=4162649583 TSecr=2257489101,0
707,17.020438169,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  4664; Unit:   1, Func:   6: Write Single Register",0
708,17.020795054,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  4664; Unit:   1, Func:   6: Write Single Register",0
709,17.021289958,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 40117; Unit:   1, Func:   6: Write Single Register",0
710,17.021513946,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 40117; Unit:   1, Func:   6: Write Single Register",0
711,17.021783071,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 56436; Unit:   1, Func:   6: Write Single Register",0
712,17.022002402,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 56436; Unit:   1, Func:   6: Write Single Register",0
713,17.022361444,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  4023; Unit:   1, Func:   6: Write Single Register",0
714,17.02255326,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  4023; Unit:   1, Func:   6: Write Single Register",0
715,17.022816587,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 11871; Unit:   1, Func:   6: Write Single Register",0
716,17.023031798,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 11871; Unit:   1, Func:   6: Write Single Register",0
717,17.066344847,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3529 Ack=3872 Win=64256 Len=0 TSval=4162649629 TSecr=2257489104,0
718,17.432304556,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 10308; Unit:   1, Func:   3: Read Holding Registers",0
719,17.432884248,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 10308; Unit:   1, Func:   3: Read Holding Registers",0
720,17.433192966,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3541 Ack=3891 Win=64256 Len=0 TSval=4162649996 TSecr=2257489514,0
721,17.433679787,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 35512; Unit:   1, Func:   6: Write Single Register",0
722,17.433951725,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 35512; Unit:   1, Func:   6: Write Single Register",0
723,17.434532655,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 60904; Unit:   1, Func:   6: Write Single Register",0
724,17.434804254,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 60904; Unit:   1, Func:   6: Write Single Register",0
725,17.435388545,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 42607; Unit:   1, Func:   6: Write Single Register",0
726,17.435631872,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 42607; Unit:   1, Func:   6: Write Single Register",0
727,17.436250298,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 50135; Unit:   1, Func:   6: Write Single Register",0
728,17.43649006,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 50135; Unit:   1, Func:   6: Write Single Register",0
729,17.437040234,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 31203; Unit:   1, Func:   6: Write Single Register",0
730,17.437325668,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 31203; Unit:   1, Func:   6: Write Single Register",0
731,17.477917072,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3601 Ack=3951 Win=64256 Len=0 TSval=4162650041 TSecr=2257489518,0
732,17.944114538,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 41456; Unit:   1, Func:   3: Read Holding Registers",0
733,17.944762837,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 41456; Unit:   1, Func:   3: Read Holding Registers",0
734,17.945017471,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3613 Ack=3970 Win=64256 Len=0 TSval=4162650508 TSecr=2257490026,0
735,17.945451886,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 34760; Unit:   1, Func:   6: Write Single Register",0
736,17.946088316,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 34760; Unit:   1, Func:   6: Write Single Register",0
737,17.946568106,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  4667; Unit:   1, Func:   6: Write Single Register",0
738,17.946938006,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  4667; Unit:   1, Func:   6: Write Single Register",0
739,17.94753004,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 15395; Unit:   1, Func:   6: Write Single Register",0
740,17.947836211,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 15395; Unit:   1, Func:   6: Write Single Register",0
741,17.948229994,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 14571; Unit:   1, Func:   6: Write Single Register",0
742,17.948482741,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 14571; Unit:   1, Func:   6: Write Single Register",0
743,17.948992636,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 14627; Unit:   1, Func:   6: Write Single Register",0
744,17.949305531,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 14627; Unit:   1, Func:   6: Write Single Register",0
745,17.994227638,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3673 Ack=4030 Win=64256 Len=0 TSval=4162650557 TSecr=2257490030,0
746,18.174100025,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 58659; Unit:   1, Func:   3: Read Holding Registers",0
747,18.174851326,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 58659; Unit:   1, Func:   3: Read Holding Registers",0
748,18.175658651,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3685 Ack=4049 Win=64256 Len=0 TSval=4162650738 TSecr=2257490256,0
749,18.175834557,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 49561; Unit:   1, Func:   6: Write Single Register",0
750,18.176177607,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 49561; Unit:   1, Func:   6: Write Single Register",0
751,18.176549169,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 46024; Unit:   1, Func:   6: Write Single Register",0
752,18.176813651,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 46024; Unit:   1, Func:   6: Write Single Register",0
753,18.178057734,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 48943; Unit:   1, Func:   6: Write Single Register",0
754,18.17836868,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 48943; Unit:   1, Func:   6: Write Single Register",0
755,18.178797233,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 39514; Unit:   1, Func:   6: Write Single Register",0
756,18.179052563,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 39514; Unit:   1, Func:   6: Write Single Register",0
757,18.179441662,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  2513; Unit:   1, Func:   6: Write Single Register",0
758,18.179749807,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  2513; Unit:   1, Func:   6: Write Single Register",0
759,18.222045406,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3745 Ack=4109 Win=64256 Len=0 TSval=4162650785 TSecr=2257490261,0
760,18.687235609,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:   458; Unit:   1, Func:   3: Read Holding Registers",0
761,18.687885682,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans:   458; Unit:   1, Func:   3: Read Holding Registers",0
762,18.688330591,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=3757 Ack=4128 Win=64256 Len=0 TSval=4162651252 TSecr=2257490769,0
763,18.688568479,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 20472; Unit:   1, Func:   6: Write Single Register",0
764,18.68887816,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 20472; Unit:   1, Func:   6: Write Single Register",0
765,18.689549337,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 20205; Unit:   1, Func:   6: Write Single Register",0
766,18.689776517,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 20205; Unit:   1, Func:   6: Write Single Register",0
767,18.690141789,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 28509; Unit:   1, Func:   6: Write Single Register",0
768,18.690362297,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 28509; Unit:   1, Func:   6: Write Single Register",0
769,18.690685013,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 25007; Unit:   1, Func:   6: Write Single Register",0
770,18.691129168,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 25007; Unit:   1, Func:   6: Write Single Register",0
771,18.691556742,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 30129; Unit:   1, Func:   6: Write Single Register",0
772,18.69181583,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 30129; Unit:   1, Func:   6: Write Single Register",0
